Medicine_ID,Medicine_Name,Strength,Use_Case,Alternative,Stock,Dosage_Instruction
1554,Levocetirizine-600,250 mg,Fever control,Generic substitute,No,Half tablet in morning and night
1555,Diclofenac-281,750 mg,Cold and allergy,Alternate brand,No,1 capsule daily before breakfast
1556,Amoxicillin-135,500 mg,Diabetes control,Generic substitute,Yes,1 tablet thrice daily
1557,Metformin-638,750 mg,Diabetes control,Generic substitute,No,Take after food once daily
1558,Cetirizine-951,250 mg,Cold and allergy,Equivalent composition,No,1 tablet thrice daily
1559,Clopidogrel-361,250 mg,Blood pressure control,Alternative formulation,Yes,Use as directed by physician
1560,Losartan-810,650 mg,Heartburn treatment,Over-the-counter option,Yes,1 capsule daily before breakfast
1561,Losartan-301,100 mg,Inflammation reduction,Equivalent composition,Yes,1 tablet thrice daily
1562,Clopidogrel-159,250 mg,Anxiety relief,Equivalent composition,No,1 tablet twice daily after meals
1563,Metformin-794,750 mg,Cholesterol management,Generic substitute,No,Half tablet in morning and night
1564,Paracetamol-389,650 mg,Diabetes control,Alternative formulation,No,1 tablet thrice daily
1565,Omeprazole-619,750 mg,Infection treatment,Generic substitute,No,1 tablet thrice daily
1566,Atorvastatin-219,250 mg,Blood pressure control,Same API different brand,Yes,Half tablet in morning and night
1567,Omeprazole-859,100 mg,Anxiety relief,Equivalent composition,No,Take after food once daily
1568,Ibuprofen-973,500 mg,Infection treatment,Alternative formulation,Yes,Half tablet in morning and night
1569,Ranitidine-739,1000 mg,Infection treatment,Over-the-counter option,Yes,1 tablet twice daily after meals
1570,Hydroxyzine-918,250 mg,Cold and allergy,Over-the-counter option,Yes,1 tablet twice daily after meals
1571,Diclofenac-143,500 mg,Cold and allergy,Over-the-counter option,No,1 tablet twice daily after meals
1572,Furosemide-878,650 mg,Pain relief,Same API different brand,No,1 tablet twice daily after meals
1573,Metoprolol-4070,650 mg,Anxiety relief,Alternative formulation,Yes,1 tablet twice daily after meals
1574,Cetirizine-339,500 mg,Antibiotic,Generic substitute,No,Half tablet in morning and night
1575,Clopidogrel-612,250 mg,Diabetes control,Equivalent composition,No,1 capsule daily before breakfast
1576,Cetirizine-567,250 mg,Cold and allergy,Equivalent composition,Yes,1 tablet twice daily after meals
1577,Losartan-957,100 mg,Diabetes control,Alternative formulation,No,1 tablet thrice daily
1578,Furosemide-4256,500 mg,Anxiety relief,Alternate brand,Yes,1 tablet twice daily after meals
1579,Metformin-745,1000 mg,Cold and allergy,Alternative formulation,No,Take after food once daily
1580,Diclofenac-595,500 mg,Inflammation reduction,Generic substitute,No,1 tablet thrice daily
1581,Metformin-839,250 mg,Antibiotic,Generic substitute,Yes,Use as directed by physician
1582,Pantoprazole-828,100 mg,Diabetes control,Alternate brand,No,1 tablet thrice daily
1583,Clopidogrel-425,1000 mg,Cholesterol management,Equivalent composition,Yes,1 capsule daily before breakfast
1584,Diclofenac-360,750 mg,Infection treatment,Same API different brand,Yes,1 capsule daily before breakfast
1585,Atorvastatin-274,750 mg,Inflammation reduction,Over-the-counter option,Yes,Half tablet in morning and night
1586,Amlodipine-955,750 mg,Fever control,Alternate brand,No,Use as directed by physician
1587,Ranitidine-450,750 mg,Cholesterol management,Alternative formulation,Yes,Take after food once daily
1588,Omeprazole-899,500 mg,Infection treatment,Alternate brand,Yes,Half tablet in morning and night
1589,Diclofenac-885,100 mg,Fever control,Same API different brand,Yes,Take after food once daily
1590,Amlodipine-450,750 mg,Cold and allergy,Over-the-counter option,Yes,Use as directed by physician
1591,Furosemide-159,100 mg,Infection treatment,Over-the-counter option,No,1 tablet thrice daily
1592,Azithromycin-532,650 mg,Blood pressure control,Same API different brand,Yes,1 tablet thrice daily
1593,Ciprofloxacin-962,100 mg,Pain relief,Alternate brand,No,1 tablet twice daily after meals
1594,Ranitidine-865,750 mg,Stomach acid reduction,Over-the-counter option,Yes,Use as directed by physician
1595,Levocetirizine-752,250 mg,Inflammation reduction,Generic substitute,No,Use as directed by physician
1596,Omeprazole-262,750 mg,Antibiotic,Alternate brand,No,Use as directed by physician
1597,Amoxicillin-731,750 mg,Fever control,Alternative formulation,Yes,Half tablet in morning and night
1598,Cetirizine-5975,500 mg,Antibiotic,Generic substitute,Yes,1 tablet thrice daily
1599,Diclofenac-191,1000 mg,Pain relief,Alternative formulation,Yes,1 tablet thrice daily
1600,Amoxicillin-921,1000 mg,Pain relief,Alternative formulation,Yes,Take after food once daily
1601,Omeprazole-384,250 mg,Fever control,Over-the-counter option,No,1 tablet twice daily after meals
1602,Ranitidine-706,750 mg,Cholesterol management,Alternative formulation,No,Use as directed by physician
1603,Amlodipine-199,250 mg,Blood pressure control,Alternate brand,Yes,Take after food once daily
1604,Metformin-705,500 mg,Inflammation reduction,Generic substitute,Yes,Take after food once daily
1605,Paracetamol-868,500 mg,Stomach acid reduction,Same API different brand,Yes,Take after food once daily
1606,Atorvastatin-153,1000 mg,Fever control,Equivalent composition,No,Half tablet in morning and night
1607,Metformin-407,500 mg,Cold and allergy,Alternative formulation,Yes,Half tablet in morning and night
1608,Ranitidine-770,750 mg,Inflammation reduction,Alternate brand,No,1 tablet twice daily after meals
1609,Amlodipine-142,500 mg,Pain relief,Alternative formulation,No,Use as directed by physician
1610,Ciprofloxacin-192,650 mg,Pain relief,Equivalent composition,No,1 tablet thrice daily
1611,Cetirizine-299,750 mg,Anxiety relief,Generic substitute,No,Use as directed by physician
1612,Pantoprazole-725,750 mg,Stomach acid reduction,Alternative formulation,No,Use as directed by physician
1613,Atorvastatin-696,500 mg,Blood pressure control,Alternate brand,No,1 tablet thrice daily
1614,Levocetirizine-893,500 mg,Antibiotic,Alternate brand,Yes,1 tablet twice daily after meals
1615,Ibuprofen-935,250 mg,Antibiotic,Alternate brand,No,1 tablet thrice daily
1616,Amlodipine-942,650 mg,Blood pressure control,Alternative formulation,Yes,1 tablet thrice daily
1617,Metoprolol-235,250 mg,Antibiotic,Alternative formulation,Yes,1 capsule daily before breakfast
1618,Paracetamol-756,1000 mg,Pain relief,Same API different brand,No,1 tablet thrice daily
1619,Ibuprofen-4536,1000 mg,Anxiety relief,Same API different brand,No,Take after food once daily
1620,Omeprazole-118,1000 mg,Heartburn treatment,Same API different brand,Yes,Use as directed by physician
1621,Levocetirizine-296,650 mg,Antibiotic,Alternate brand,No,Half tablet in morning and night
1622,Paracetamol-571,500 mg,Infection treatment,Same API different brand,Yes,Use as directed by physician
1623,Metoprolol-726,500 mg,Pain relief,Over-the-counter option,No,Take after food once daily
1624,Amoxicillin-540,250 mg,Diabetes control,Generic substitute,No,Take after food once daily
1625,Ranitidine-957,750 mg,Antibiotic,Over-the-counter option,No,Take after food once daily
1626,Metoprolol-543,100 mg,Fever control,Generic substitute,No,Half tablet in morning and night
1627,Clopidogrel-2954,500 mg,Heartburn treatment,Over-the-counter option,No,1 capsule daily before breakfast
1628,Levocetirizine-9539,100 mg,Stomach acid reduction,Same API different brand,No,Use as directed by physician
1629,Clopidogrel-862,100 mg,Cholesterol management,Alternative formulation,No,Take after food once daily
1630,Clopidogrel-501,250 mg,Antibiotic,Equivalent composition,Yes,1 tablet thrice daily
1631,Diclofenac-502,650 mg,Heartburn treatment,Generic substitute,No,1 tablet thrice daily
1632,Losartan-630,100 mg,Infection treatment,Equivalent composition,Yes,1 tablet thrice daily
1633,Metformin-853,750 mg,Cholesterol management,Same API different brand,Yes,1 tablet twice daily after meals
1634,Metformin-217,250 mg,Antibiotic,Alternative formulation,Yes,1 tablet twice daily after meals
1635,Pantoprazole-665,1000 mg,Cold and allergy,Equivalent composition,Yes,1 tablet thrice daily
1636,Losartan-666,100 mg,Stomach acid reduction,Equivalent composition,Yes,1 tablet twice daily after meals
1637,Hydroxyzine-166,1000 mg,Stomach acid reduction,Alternate brand,Yes,Take after food once daily
1638,Metformin-371,1000 mg,Anxiety relief,Equivalent composition,No,Use as directed by physician
1639,Amlodipine-185,650 mg,Pain relief,Alternative formulation,No,1 tablet thrice daily
1640,Hydroxyzine-260,500 mg,Cold and allergy,Over-the-counter option,No,1 capsule daily before breakfast
1641,Ciprofloxacin-540,250 mg,Fever control,Alternate brand,No,1 tablet thrice daily
1642,Furosemide-555,1000 mg,Cholesterol management,Over-the-counter option,Yes,1 tablet thrice daily
1643,Clopidogrel-494,1000 mg,Heartburn treatment,Alternate brand,No,Take after food once daily
1644,Levocetirizine-208,500 mg,Stomach acid reduction,Over-the-counter option,Yes,1 tablet twice daily after meals
1645,Pantoprazole-629,500 mg,Inflammation reduction,Alternate brand,Yes,1 tablet thrice daily
1646,Pantoprazole-806,500 mg,Cholesterol management,Alternate brand,No,Take after food once daily
1647,Atorvastatin-822,750 mg,Pain relief,Equivalent composition,Yes,Use as directed by physician
1648,Diclofenac-860,650 mg,Cholesterol management,Alternative formulation,Yes,Take after food once daily
1649,Clopidogrel-649,650 mg,Blood pressure control,Over-the-counter option,No,Half tablet in morning and night
1650,Pantoprazole-277,650 mg,Stomach acid reduction,Over-the-counter option,Yes,Half tablet in morning and night
1651,Cetirizine-984,1000 mg,Blood pressure control,Equivalent composition,Yes,1 tablet thrice daily
1652,Hydroxyzine-902,750 mg,Antibiotic,Generic substitute,Yes,Take after food once daily
1653,Ranitidine-507,650 mg,Infection treatment,Alternate brand,No,1 capsule daily before breakfast
1654,Ciprofloxacin-749,100 mg,Pain relief,Generic substitute,Yes,Half tablet in morning and night
1655,Hydroxyzine-185,750 mg,Anxiety relief,Equivalent composition,Yes,Use as directed by physician
1656,Furosemide-731,650 mg,Heartburn treatment,Alternative formulation,Yes,1 tablet twice daily after meals
1657,Metformin-166,750 mg,Heartburn treatment,Alternate brand,Yes,Take after food once daily
1658,Levocetirizine-313,250 mg,Heartburn treatment,Over-the-counter option,Yes,Use as directed by physician
1659,Paracetamol-354,650 mg,Fever control,Generic substitute,No,Use as directed by physician
1660,Omeprazole-939,1000 mg,Heartburn treatment,Over-the-counter option,No,Take after food once daily
1661,Azithromycin-583,500 mg,Infection treatment,Over-the-counter option,Yes,Half tablet in morning and night
1662,Amoxicillin-531,100 mg,Pain relief,Equivalent composition,No,1 capsule daily before breakfast
1663,Levocetirizine-203,750 mg,Anxiety relief,Alternate brand,Yes,1 tablet thrice daily
1664,Azithromycin-151,750 mg,Fever control,Generic substitute,No,Take after food once daily
1665,Paracetamol-201,100 mg,Stomach acid reduction,Alternative formulation,Yes,1 capsule daily before breakfast
1666,Ciprofloxacin-510,100 mg,Antibiotic,Generic substitute,No,Take after food once daily
1667,Atorvastatin-440,650 mg,Stomach acid reduction,Over-the-counter option,Yes,1 capsule daily before breakfast
1668,Atorvastatin-925,250 mg,Blood pressure control,Over-the-counter option,Yes,Take after food once daily
1669,Clopidogrel-1603,650 mg,Antibiotic,Over-the-counter option,No,1 tablet thrice daily
1670,Hydroxyzine-465,250 mg,Anxiety relief,Same API different brand,No,1 capsule daily before breakfast
1671,Diclofenac-725,250 mg,Stomach acid reduction,Over-the-counter option,Yes,Half tablet in morning and night
1672,Metformin-718,650 mg,Heartburn treatment,Alternate brand,Yes,1 tablet thrice daily
1673,Hydroxyzine-594,500 mg,Cold and allergy,Alternative formulation,Yes,1 capsule daily before breakfast
1674,Pantoprazole-632,100 mg,Blood pressure control,Same API different brand,No,Use as directed by physician
1675,Clopidogrel-146,250 mg,Heartburn treatment,Over-the-counter option,Yes,1 tablet twice daily after meals
1676,Cetirizine-756,750 mg,Pain relief,Same API different brand,Yes,Half tablet in morning and night
1677,Ranitidine-550,650 mg,Infection treatment,Generic substitute,Yes,Take after food once daily
1678,Furosemide-9054,250 mg,Stomach acid reduction,Same API different brand,No,1 capsule daily before breakfast
1679,Metoprolol-862,650 mg,Anxiety relief,Alternative formulation,Yes,Half tablet in morning and night
1680,Ranitidine-117,750 mg,Heartburn treatment,Over-the-counter option,Yes,1 capsule daily before breakfast
1681,Levocetirizine-486,250 mg,Stomach acid reduction,Over-the-counter option,Yes,1 capsule daily before breakfast
1682,Ranitidine-430,650 mg,Infection treatment,Generic substitute,Yes,Half tablet in morning and night
1683,Metoprolol-689,650 mg,Cholesterol management,Generic substitute,Yes,1 capsule daily before breakfast
1684,Levocetirizine-7001,750 mg,Heartburn treatment,Generic substitute,Yes,1 tablet twice daily after meals
1685,Ciprofloxacin-371,100 mg,Stomach acid reduction,Same API different brand,No,1 tablet twice daily after meals
1686,Amlodipine-688,650 mg,Cholesterol management,Alternative formulation,Yes,Take after food once daily
1687,Amoxicillin-406,250 mg,Diabetes control,Alternative formulation,No,1 tablet twice daily after meals
1688,Furosemide-396,100 mg,Heartburn treatment,Alternate brand,Yes,Take after food once daily
1689,Ibuprofen-977,650 mg,Diabetes control,Over-the-counter option,Yes,1 tablet thrice daily
1690,Ranitidine-110,100 mg,Pain relief,Alternate brand,Yes,Half tablet in morning and night
1691,Omeprazole-138,100 mg,Fever control,Alternative formulation,Yes,1 tablet thrice daily
1692,Ibuprofen-950,750 mg,Cholesterol management,Same API different brand,No,1 tablet twice daily after meals
1693,Ciprofloxacin-894,750 mg,Infection treatment,Over-the-counter option,No,Use as directed by physician
1694,Hydroxyzine-248,650 mg,Blood pressure control,Equivalent composition,Yes,Use as directed by physician
1695,Levocetirizine-475,650 mg,Fever control,Alternate brand,Yes,1 tablet twice daily after meals
1696,Metformin-6513,250 mg,Antibiotic,Same API different brand,Yes,1 tablet twice daily after meals
1697,Diclofenac-117,650 mg,Antibiotic,Alternate brand,No,1 tablet twice daily after meals
